label	text
34	设置在制导飞行器上的扰流板系统及应用其的方法<sep>本发明公开了一种设置在制导飞行器上的扰流板系统及应用其的方法<sep>该系统包括设置在飞行器尾部内部的扰流板，该能够从飞行器内部伸出或收回；当所述扰流板从飞行器内部伸出时能够改变飞行器的飞行姿态，由于飞行器在行进过程中是持续旋转的，所以扰流板在飞行器上的方位也是事实变化的，通过调节扰流板伸出的时机，能够通过扰流板为飞行器提供不同的作用力和力矩，当扰流板位于飞行器上方时伸出，能够提供促使飞行器前端上扬的作用力<sep>当扰流板位于飞行器左侧时伸出，能够提供促使飞行器前端左偏的作用力。
34	航天器再入返回轨道规划方法<sep>本发明涉及一种航天器再入返回轨道规划方法<sep>包括步骤：a.确定航天器再入返回轨道的再入点位置和速度；b.确定返回轨道规划的参数变量；c.建立返回轨道规划方程；d.返回轨道计算；e.计算倾侧角时间曲线；f.规划航天器再入返回轨道的再入过载；g.重复步骤a～f，迭代求解航天器返回轨道<sep>根据本发明的航天器再入返回轨道规划方法，采用该方法可以快速设计航天器的返回轨道，对近地轨道返回和深空跳跃式返回的返回轨道设计有一定的参考价值
34	一种新型直升机搭载探测仪器吊挂<sep>一种直升机搭载探测仪器吊挂属于空间空间探测仪器搭载技术领域<sep>目的在于解决现有技术存在的闲时所占空间较大以及探测数据及分析不准确的问题<sep>本发明包括：外框架；设置在外框架上端的姿态调节机构；设置在姿态调节机构上端通过分离机构连接的角度调整机构，角度调整机构上端通过牵引绳索和直升机连接，通过角度调整机构调整整个吊挂的角度；通过分离机构实现姿态调节机构和角度调整机构连接的分离；设置在外框架内的重心调节机构，通过重心调节机构调节外框架及搭载在外框架上的结构的重心；设置在外框架上的折叠机构，通过折叠机构带动搭载的探测仪器收放；以及设置在外框架上的控制单元，通过控制单元控制整个吊挂动作
34	用于提供自主摄影及摄像的系统和方法<sep>一种航空系统包括处理系统、光学系统、致动系统和升力机构<sep>所述航空系统包括至少部分地由处理系统22、光学系统26、致动系统28和升力机构32实现的自主摄影和/或摄影系统70<sep>自主摄影和/或摄像系统实施以下步骤：确立期望的飞行轨线，检测目标，相对于目标利用升力机构、根据期望的飞行轨线控制航空系统的飞行，以及控制摄像机以捕获图片和/或视频
34	基于多系绳连接点对空间失稳目标的绕飞消旋控制方法<sep>本发明公开了基于多系绳连接点对空间失稳目标的绕飞消旋控制方法<sep>包括：飞行器利用网状捕获载荷捕获失稳目标形成系绳连接；根据目标形状将网状捕获载荷与目标的接触等效为多个系绳连接点；飞行器对目标进行主动绕飞，根据目标姿态运动及系绳伸展方向判断目标上的主系绳连接点，根据主系绳连接点计算所需期望张力，利用系绳张力控制机构输出所需张力，实现对目标的消旋控制，判断连续消旋结束时间阈值t时间内目标角速度ω是否小于等于ω，若满足则绕飞消旋控制结束，若不满足则维持<sep>本发明解决了飞行器利用网状捕获载荷沿自旋轴方向捕获失稳目标后，利用多系绳连接点对失稳目标的消旋控制难题，为利用网状捕获载荷拖曳移除空间碎片提供了先决条件
34	具有风扇和在动力涡轮轴上的减速装置的涡轮发动机<sep>本发明涉及一种飞行器推进组件<sep>包括涡轮(15)、至少一个风扇(10)以及用于在涡轮和风扇之间传输动力的机构，其特征在于，该动力传输机构包括减速器(20)，该减速器具有移动输入端和移动输出端<sep>该输入端处于涡轮的轴(16)的延长部中
34	单侧多节点的仿生扑翼飞行器<sep>本发明公开了一种单侧多节点的仿生扑翼飞行器<sep>该单侧多节点的仿生扑翼飞行器包括：机翼本体以及两个机翼折叠结构，每一机翼折叠结构包括：第一连杆、第一关节结构、第一臂、第二臂、第三臂、第二关节结构、第三关节结构、第二连杆、驱动机构以及驱动定位件；第一连杆的第一端连接机翼本体，第二端连接第二臂的第一端；第一臂连接机翼本体，第二端连接第一关节结构；第一臂、第二臂、第三臂以及第二连杆形成四连杆机构；驱动机构设置在机翼本体上，输出端通过驱动定位件连接第三臂，并通过驱动定位件带动第三臂以第二关节结构为中心朝第一方向旋转以达到机翼展开状态，朝第二方向旋转以达到机翼收拢状态<sep>本发明能实现机翼的主动式折叠及飞行
34	一种舱门连接组件<sep>本发明提供了一种舱门连接组件<sep>包括连接销、连接套以及连接连接销和连接套的连接螺钉。连接销固定设置于舱门上，连接套固定设置于航天器的门框上，连接销上设置有贯穿连接销的第一通孔，且第一通孔为光孔，连接套上设置有第二通孔，且第二通孔设置有内螺纹，连接螺钉包括依次连接的螺钉头、光杆段和连接螺纹段，连接螺钉的连接螺纹段穿过第一通孔后与第二通孔内的内螺纹配合，第一通孔在远离连接套的一端的孔壁上设置有用于防止连接螺钉脱离出第一通孔的止脱部。本技术方案通过连接螺钉将连接销和连接套连接在一起以实现舱门在门框上的紧密连接，其连接强度高<sep>有助于航天员在失重环境下打开和关闭舱门
34	一种运输飞机起飞绿色带确定方法<sep>本发明涉及一种运输飞机起飞绿色带确定方法<sep>本方法包括1)起飞绿色带下极限位置确定：和2)起飞绿色带上极限位置确定等步骤，本专利适用于运输类飞机采用平尾纵向配平的起飞绿色带确定飞行试验，规定了运输类飞机起飞绿色带试飞的具体方法，给出了试验流程<sep>能够有效规避试飞风险提高试飞效率
34	飞行器<sep>一种飞行器<sep>包括机身以及设置于所述机身内的感测组件和支撑件，所述机身包括主壳体。所述主壳体包括底壁以及与所述底壁相连的侧壁，所述侧壁与所述底壁共同围成收容空间。所述感测组件和支撑件收容于所述收容空间内，所述支撑件连接于所述底壁上，所述感测组件设置于所述支撑件上且与所述侧壁之间具有间隙<sep>所述飞行器将采用支撑件将所述感测组件设置于机身的底壁上并使所述感测组件与机身的侧壁保持间隙，能够有效减少或者消除所述感测组件受到的平行于所述底壁方向的震动
34	一种航天器推力室夹套的修复方法及航天器推力室<sep>本发明公开一种航天器推力室夹套的修复方法及航天器推力室<sep>提供推力室，推力室包括外壁、内壁和凸肋，内壁通过凸肋与外壁焊接连接，凸肋在外壁和内壁焊接后在内壁和外壁之间限定多条供冷却剂流通的通道；向通道内打压，检验外壁与凸肋间的脱粘部位，通过打压使得外壁对应脱粘部位的位置出现凸起；在内壁的内侧设置成像底片；通过射线照射凸起，使对应凸起的凸肋在成像底片上形成第一影像；比较第一影像与凸起和凸肋在成像底片上的位置关系，在外壁上确定待焊接的轨迹；沿轨迹对外壁进行激光焊接，完成推力室夹套修复<sep>整个工艺设计合理，节约成本
34	一种航空轮胎宽轮毂芯的组合式航空机轮<sep>一种航空轮胎宽轮毂芯的组合式航空机轮<sep>将内半毂芯和外半毂芯分别与辐板连接在一起组成完整的毂芯，将该内半轮缘和外半轮缘分别与辐板固连，组成组合式航空机轮<sep>本发明整体式结构的机轮轮毂分解后再组合，取单辐板和对开式的优点，取消纵剖面呈“e”形的整体式轮毂结构，有利于锻件机械性能保证和提高，充分利用现有锻压设备，能够满足大尺寸、深腔机轮制品技术要求，并且改善了航空机轮维修性，使基本不可修的机轮轮毂能够维修，方便了外场航材备件订货，提高航空产品制造和使用综合效益，适用于大型、重载飞机和高速飞机的发展需求，具有明显的综合经济效益
34	基于流量调节和喷管摆动混合姿态控制方式的喷水飞行器<sep>本发明涉及飞行器技术领域<sep>尤其涉及基于流量调节和喷管摆动混合姿态控制方式的喷水飞行器，包括流量调节阀、进水管、喷水机构、方向调节机构和驱动机构，喷水机构具有进水口和多个喷水口，进水口与进水管连接，流量调节阀可转动的设于进水口与多个喷水口之间，用于控制流向各个喷水口的水流量，驱动机构与流量调节阀连接，方向调节机构用于调节至少一个喷水口的喷水方向<sep>从喷水机构喷出的水给飞行器本体提供一个反向的推力，通过调节各个喷水口的喷水量和喷水口的喷水方向，可实现对飞行器飞行姿态的控制，只需通过流量调节阀调节各个喷水口的喷水量的大小，并通过方向调节机构调节喷水方向，即可实现飞行器在三维空间的稳定飞行
34	基于多agent的机场场面滑行冲突的规避方法<sep>本发明提供了一种基于多agent的机场场面滑行冲突的规避仿真方法。该方法包括：将每架飞机定义为一个飞机agent对象<sep>在机场的多个位置节点上分别设置多个冲突agent。当飞机在机场滑行时，根据飞机和机场的基础信息计算出飞机的滑行路径，向滑行路径前方距离最近的多个冲突agent发送通过消息，冲突agent根据接收到的多个通过消息中不同飞机的位置、速度和时间戳信息，通过冲突检测算法判断出是否有两架以上飞机之间存在滑行冲突，向存在滑行冲突的飞机发送滑行冲突警告消息，飞机收到所述冲突警告消息后，降低滑行速度<sep>本发明通过局部计算及决策进行实时消息传递，实现飞机滑行冲突解脱，克服了现有算法中计算规模过大，状态空间爆炸的问题，提高了运算效率
34	自动航空器的推进器安全性<sep>本公开描述了一种自动航空器(aav)和用于自动检测所述aav的推进器和物体(例如<sep>人类、宠物或其他动物)之间的接触或迫近接触的系统。当检测到接触或迫近接触时，可执行安全配置文件以减少或避免对所述物体和/或所述aav的任何可能损害。例如，如果检测到物体与所述aav的推进器接触，那么可使所述推进器的旋转停止以避免损害所述物体<sep>同样地，可使用物体检测部件来检测正在接近推进器的物体，停止所述推进器的旋转，和/或将所述aav导航远离所述检测到的物体
34	一种通用飞机隐藏式指点信标天线<sep>本实用新型公开了一种通用飞机隐藏式指点信标天线<sep>用于通用飞机的指点信标导航，主要包括安装在飞机机腹内并与飞机的水平轴面平行的指点信标天线本体，所述指点信标天线本体与设置在机腹内的指点信标接收机信号连接，所述信标天线本体主要包括偶极天线和同轴电缆，信标天线本体通过同轴电缆与所述指点信标接收机信号连接以进行信号传输，所述偶极天线包括铁氧体及水平设置在铁氧体两侧的第一铜箔胶带和第二铜箔胶带，所述第一铜箔胶带通过导线与铁氧体电性连接，所述第二铜箔胶带通过导线与同轴电缆电性连接<sep>所述铁氧体包括呈倒l形一体式设置的第一连接部和第二连接部，所述第一铜箔胶带通过导线与铁氧体的第二连接部电性连接。
34	玻璃钢制航向天线易碎杆<sep>本发明属于机场助航设施技术领域<sep>具体涉及玻璃钢制航向天线易碎杆。本发明所述航向天线的易碎杆由易碎材质制成，且设有若干特殊结构的易碎点，正常使用时比较稳固，在受到外力撞击时快速折断或破碎，避免对飞行器造成损伤甚至威胁司乘人员的安全<sep>天线由可调节水平角度、竖直角度的安装架固定，且可通过连杆的摆动实现粗调和支耳的摆动实现精调，安装、调试、检修均省时省力、方便快捷，具有极大的推广价值和应用前景
34	一种基于旋翼飞行器的交会对接实验平台<sep>本发明公开了一种基于旋翼飞行器的交会对接实验平台<sep>通过采用旋翼飞行器配合三自由度的云台模拟六自由度的航天器，采用单目视觉方法作为目标测量系统，来研究与验证交会对接逼近过程时的目标测量与导航控制方法<sep>该平台具体包括：模拟目标航天器的目标飞行器、目标飞行器的云台末端粘贴目标标签、模拟追踪航天器的追踪飞行器、追踪飞行器上搭载云台相机和移动计算机；本发明采用无人机实现交会对接的模拟实验平台，相比于目前国内外通用的以工业六自由度机器人为基础的实验平台，灵活度高、成本低，适用于普通高校实验室的研究工作，利于交会对接研究工作的进一步开展
34	飞行流量调控方法和装置<sep>本发明提供一种飞行流量调控方法和装置。该方法中<sep>根据规划的每个民航的飞行计划和每个军航的飞行计划，采用预先获取的第一模型和第二模型，获取满足预设约束条件的新的飞行计划，第一模型用于根据民航的飞行计划和军航的飞行计划获取空中交通拥挤度，第二模型用于根据民航的飞行计划和军航的飞行计划获取飞行活动延误代价，约束条件用于对规划的飞行计划和新的飞行计划之间的起飞降落时间和飞行路径进行约束，然后根据新的飞行计划进行飞行流量调控<sep>通过综合考虑民航和军航的飞行计划，实现了民航和军航整体飞行流量的全局调控，并兼顾了空域网络运行的安全性和经济性
34	一种组合飞行器<sep>本发明涉及航空飞行器设计领域<sep>特别涉及一种组合飞行器。组合飞行器包括至少两个可独立飞行的无人机，且所述至少两个无人机之间具有组合飞行状态和分体飞行状态；其中所述无人机外形呈菱形，包括机身及位于所述机身两侧的机翼，每一侧的机翼在机身平面内呈等腰梯形；所述机身包括沿所述无人机飞行方向分别向两侧延伸的机头和机尾；在所述机翼的翼梢、所述机头两侧面具有以及所述机尾的尾部均具有接头<sep>本发明的组合飞行器结构简单，能够有多种组合形式，组合架数不限，容易实现，并且气动效率高
34	一种航天器对接机构主动对接控制方法<sep>本发明公开了一种航天器对接机构主动对接控制方法<sep>该方法包含接触准备控制、捕获识别控制、平衡监测控制、锁紧控制、状态归位控制、对接控制完成过程，驱动航天器对接机构中第一直流电机、第二直流电机、第三直流电机、阻尼设备、电磁阀动作，促使对接机构中锁紧设备、捕获设备、对接环、平衡传感器处于指定状态<sep>本发明解决了对接机构主动对接控制不连续，精度不高的问题，实现了航天器对接机构与空间目标飞行器对接机构的精准对接
34	飞行器后部结构<sep>本发明提供了一种飞行器后部结构<sep>该飞行器后部结构包括：后压力隔壁(1)，以及升力表面，所述升力表面位于飞行器的机身的两侧，所述升力表面包括沿升力表面的纵向方向延伸的翼梁<sep>其中
34	飞机电刹车机电驱动架构及刹车力控制方法<sep>一种飞机电刹车机电驱动架构及刹车力控制方法。驱动控制架构中的各机电驱动器分别与每个机轮刹车装置上的一个机电作动器连接<sep>并同时接收来自第一刹车控制与监测单元和第二刹车控制与监测单元的左机轮刹车综合指令和右机轮刹车综合指令。安装在各起落架轮轴上的各主轮远程数据集中器将产生的信号传递给飞机同侧的第一刹车控制与监测单元或第二刹车控制与监测单元<sep>本发明能够在飞机发生多重故障状态下，也能最大限度地保证刹车系统的性能，并且具有很高的安全性，充分发挥出电刹车系统多个机电作动器各自独立控制的余度优势，提高飞机电刹车系统的故障隔离、余度管理和故障状态下的系统重构能力，增强容错性和任务可靠性，保障飞机的刹车安全
34	基于数据捕获的行驶路线实时切换平台及方法<sep>本发明涉及一种基于数据捕获的行驶路线实时切换平台及方法<sep>所述平台包括：旋转摄像设备，包括旋转杆、云台和数据捕获单元，所述旋转杆设置在无人机的顶端并执行匀速水平旋转操作，所述云台设置在所述旋转杆之上，所述数据捕获单元设置在所述云台之上；模式切换设备，用于在接收到的飞行器类型为需要规避的类型时，控制无人机进入规避模式；行驶控制设备，用于在所述规避模式下基于实时定位位置控制无人机远离所述实时定位位置。本发明的基于数据捕获的行驶路线实时切换平台及方法规避灵活、设计简便<sep>由于能够准确识别到附近飞行器的类型和定位位置，从而帮助无人机制定有效的规避策略，以避免飞行事故的产生
34	一种旋转机翼飞机油电混合动力传动系统综合试验台<sep>一种旋转机翼飞机油电混合动力传动系统综合试验台<sep>它包括它地面基座（1），其特征是所述的地面基座（1）通过地脚螺栓与地面刚连，用于安放各种测试设备及飞机的传动系统；用于模拟旋翼系统所消耗的功率的测功机（2）安装在地面基座（1）的上部，测功机（2）的输入端与换向器（3）的输出端相连，换向器（3）的输入端与主减速器（6）的输出轴相连，主减速器（6）的一个输入端与电机（8）的输出轴相连，另一端输入通过牙嵌离合器（10）与输出轴（16）的一端相连，输出轴（16）的另一端与前拉螺旋桨系统（15）相连<sep>本发明具有可调节基座，方便旋转机翼类无人机动力系统及传动系统的安装；传感器的布置，可获取有效的试验数据
34	一种直升机及弹射逃生缓冲装置<sep>一种直升机及弹射逃生缓冲装置属于直升机逃生装置技术领域<sep>目的在于解决现有技术存在的直升机在遇到坠毁时弹射过程复杂、安全系数低以及防护性能差的问题<sep>本发明的一种直升机包括：机体；和所述机体可拆卸连接的驾驶舱；设置在所述机体和驾驶舱的连接处实现机体和驾驶舱连接或脱离的连接保护装置；以及设置在驾驶舱上靠近机体和驾驶舱的连接处一端的分离缓冲装置，通过所述分离缓冲装置的火箭弹射器和降落伞的作用降低驾驶舱降落以及着陆的速度
34	航天运载器转运对接锁定装置<sep>本发明提供一种航天运载器转运对接锁定装置<sep>包括：转运起竖架，被配置为起竖航天运载器并放置在行走装置上，所述行走装置提供前进的动力运输所述转运起竖架，所述转运起竖架下表面包括凹型导轨；平台支架，被配置为支撑所述行走装置运输来的所述转运起竖架，所述平台支架安装于发射台的一侧，且所述平台支架上表面包括凸型导轨；锁定组件，分别设置在所述转运起竖架与所述平台支架上并被配置为将所述转运起竖架锁定在所述平台支架上<sep>该航天运载器转运对接锁定装置节省了人力并提高了对接效率，缩短航天运载器的发射准备时间
34	一种空中管制系统用雷达保护装置<sep>本发明涉及空中管制系统技术领域<sep>且公开了一种空中管制系统用雷达保护装置，包括底座，所述底座的内底壁焊接有安装架，所述安装架的顶部和底部均开设有滑槽，两个所述滑槽之间开设有通孔，所述通孔的面积小于滑槽的面积<sep>空中管制系统用雷达保护装置，通过将信号板安装在安装架上，当遇到恶劣天气时，连接杆带动传动轨移动，传动轨通过和调节板带动转轴转动，转轴带动信号板转动，由图1转变到图4状态，在通过液压装置推动控制杆，控制杆通过转动套带动连接杆移动，如图5，连接杆通过转轴带动信号板收缩，直至多块信号板收叠在一起，这样减小了雷达信号板暴露在外界的面积，减小了损伤，起到了保护作用
34	航空器起落装置<sep>本发明涉及一种航空器起落装置(2)<sep>该起落装置包括：‑支腿(6)，该支腿能可枢转地连接到航空器(1)的负载支承结构，用于起落装置(2)的展开和缩回；‑相对于支腿(6)可旋转的轮子(13，14)和可使轮子(13，14)相对于支腿(6)旋转的电动马达(15，16)<sep>‑传动机构(17)，其被设计为将由电动马达(15，16)产生的扭矩选择性地传递到轮子(13，14)以使轮子相对于支腿(6)旋转，或者传递到支腿(6)以使支腿(6)相对于航空器(1)的负载支承结构旋转，从而展开或缩回起落装置(2)。
34	飞行器及热防护系统<sep>本公开提出一种飞行器及热防护系统<sep>属于航空飞行器技术领域。该热防护系统应用于飞行器，飞行器包括机头、机身和机翼。其中，热防护系统包括第一回路、第二回路和动力供给装置。第一回路包括第一热源管路和第一冷源管路，第一热源管路设于机头或机翼前沿，第一冷源管路设于机身背风面。第二回路包括第二热源管路和第二冷源管路，第二热源管路设于机身迎风面，第二冷源管路设于机身背风面。动力供给装置连接于第一回路和第二回路，用于驱动流体介质在第一回路和第二回路内循环流动<sep>该热防护通过流体介质以闭式循环的方式在飞行器高温区、低温区之间进行热量交换，从而起到降低飞行器高温区温度的作用
34	用于目标的实时飞行模拟的装置和方法<sep>本公开涉及用于目标的实时飞行模拟的装置和方法。提供了用于目标的实时飞行模拟的系统。传感器系统可在飞行器飞行期间生成该飞行器的环境的现场流<sep>该现场流具有与指示飞行器在该环境内的实时位置的结构化信息相关联的元数据。目标发生器可从信息源生成目标图像，从该信息源可生成多个不同的目标图像。目标发生器还可生成包括目标图像的环境的合成场景。然后，叠加引擎可将合成场景叠加到现场流上，使得目标图像在空间和时间上与飞行器在环境内的实时位置相关<sep>具有叠加的合成场景的现场流可被输出以用于在飞行期间呈现在飞行器的显示器上
34	一种液压驱动螺旋桨电机收放机构<sep>本发明公开一种液压驱动螺旋桨电机收放机构<sep>属于飞行器设计领域。电机通过电机支座固定于摇臂上，摇臂通过转轴连接于机翼中段大梁上。在摇臂上安装有与液压缸活塞杆连接的支座，通过该支座，电机摇臂与液压缸活塞杆以转轴方式连接。通过液压驱动活塞杆实现电机在机身中的收放。在摇臂下端连接有挡叉，在机身上设置有限位块，通过限位块限制挡叉的运动进而来限制摇臂的运动。电机电缆通过摇臂内部引入机身<sep>本发明利用液压作动实现了电机及螺旋桨在机身中的收放，结构重量轻，受力特性好，可靠性高，满足了变体潜水飞机飞行器空气和水中航行时对螺旋桨和电机收放的要求
34	一种机翼颤振与涡激振动耦合且可调谐式压电俘能器<sep>一种机翼颤振与涡激振动耦合且可调谐式压电俘能器<sep>属于空气流致振动俘能技术领域，解决现有俘能器适用于单一风速、俘获能量低、难以推广应用的问题。板簧的一端与固支座连接，另一端与支架的一端可调节连接，实现有效工作长度调节，支架的另一端安装有弹性轴，机翼的迎风侧通过弹性轴与支架可调节连接，改变机翼传递到板簧上的气动力和力矩，机翼的尾缘上装有悬臂梁，悬臂梁的自由端连接扰流柱，两个板簧以及悬臂梁上均安装有压电片<sep>本发明可任意调节板簧的有效工作长度和弹性轴与机翼的安装位置，改变机翼颤振发生条件，耦合扰流柱产生的涡激振动，提高了俘能性能和效率；可广泛应用于微型翼型飞行器或复杂多变的风场中进行空气流致振动俘能
34	一种用于航天运载器连接器的防护装置和方法<sep>本发明提供一种用于航天运载器连接器的防护装置和方法<sep>连接器包括防护架导向组件，防护架具有一开口和可活动的翻盖，翻盖闭合开口后防护架为密闭的腔室；导向组件设置于防护架内，导向组件通过伸缩可穿过开口；在导向组件前端设置连接器，在航天运载器发射后导向组件带动连接器及其管路远离航天运载器并收缩至防护架内，翻盖自动闭合<sep>该用于航天运载器连接器的防护装置能够避免连接器及其管路受到燃气的灼烧，全自动的防护装置能够节省人力，使得操作过程更加安全可靠
34	一种通用飞机座舱梁及其设计方法<sep>本发明提供一种通用飞机座舱梁的设计方法<sep>包括如下步骤：确定机身中摇臂以及钢索的位置，以此定位座舱梁轴线；计算机身扭矩和弯矩，以此确定座舱梁样式并计算该座舱梁尺寸，同时根据重量最小原则，确定座舱梁的所有尺寸参数，座舱梁为铝合金薄壁直圆管，外径为10cm～20cm，壁厚为2mm；将座舱梁一端与前机身主传载结构件连接，将座舱梁另一端与中后机身主传载结构件连接；将连接件套装于座舱梁上，同时将该连接件与机身承载框固连，以使座舱梁与机身结构形成固支结构；将与座舱梁相关系统的安装点固定在座舱梁上<sep>本发明所提供的座舱梁及其设计方法，可替代座椅下方和两侧的承载结构，在保证机身纵向弯矩和扭矩传递的同时，更大限度降低飞机结构重量
34	基于叶片可转立式双轮式动翼推动的飞行器<sep>本发明公开了一种基于叶片可转立式双轮式动翼推动的飞行器<sep>其特征在于包括轮式动翼、传动机构、凸轮、旋转轴、减速器、电动机、机身框架和固定翼，机身框架两侧对称的安装固定有两个凸轮，机身框架两侧对称的布置有两个竖直方向的旋转轴，设置在机身框架上的两个电动机分别通过设置在机身框架上的两个减速器减速后分别带动两个旋转轴连续旋转，两个旋转轴的转动方向相反，两个轮式动翼分别固定连接在两个旋转轴上，两套传动机构分别连接两个轮式动翼和两个凸轮，轮式动翼包括旋转框架，以及安装在旋转框架内的可转动的叶片<sep>凸轮和传动机构用于控制叶片的转动和复位
34	一种用于变体飞机的可收放式鸭翼装置及其使用方法<sep>本发明提出一种用于变体飞机的可收放式鸭翼装置及其使用方法<sep>舱门在鸭翼展开时自动打开，鸭翼收回后自动封闭机身开口，并保持外表面的完整和光滑。本发明设计的可收放式鸭翼装置，在鸭翼驱动组件的驱动下，不需要时鸭翼能够收回机身内，需要时鸭翼能够展开，同时，鸭翼驱动组件与舱门驱动组件之间设计为联动，在鸭翼需要展开或收回时，舱门能自动打开和关闭，仅用一台电机即实现鸭翼的收放和舱门开闭的协同控制<sep>另外，通过在舱门上设置柔性密封片，实现了鸭翼展开状态下的封严功能，保证机身外表面的完整和光滑，将鸭翼收放对飞机气动和隐身性能的不利影响降到最低
34	隐藏式涡扇垂直起降固定翼飞行器<sep>本申请公开了一种隐藏式涡扇垂直起降固定翼飞行器<sep>包括飞行器本体，所述飞行器本体包括机身部和设置在机身两侧的机翼部，所述飞行器本体具有上下贯通的安装腔，所述安装腔位于两个机翼部和机身部的交汇区域，所述飞行器本体还包括水平设置在安装腔的涡扇，飞行器本体还包括设置在安装腔上下两侧的可开合封板<sep>本申请通过设置安装腔以及可开合的封板能够使涡扇嵌装在飞行器本体内，在飞行器需要垂直起降或空中悬停时，打开上下封板，使气流高速通过涡扇，形成升力；在飞行器平飞时关闭上下封板，保持飞行器完整翼型，减小空气阻力
